,event_name,venue,neighborhood,start_date,start_time,end_date,end_time,all_day_event,category,event_cost,purchase_req,free,show_map_link,show_map,event_description,stage_time,event_website
143,(5PM-10PM Hourly) Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-17,5:00 PM,2020-03-17,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 5PM-10PM (venue closes 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
144,(5PM-10PM Hourly) NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-17,5:00 PM,2020-03-17,11:00 PM,False,Open Mic,$5,No,True,True,True,"

At strip mall w/7-11
Sign-up in advance only at 510-604-6723 or https://slotted.co/fourthwall
Mic runs every hour on the hour from 5PM-10PM (ends 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente and Travis Clyburn",5 min.,https://slotted.co/fourthwall
147,HaHa Cafe,HaHa Cafe,Burbank/NoHo/Valley,2020-03-17,6:00 PM,2020-03-17,8:00 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends 8PM
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
148,HaHa Cafe (Patio),HaHa Cafe,Burbank/NoHo/Valley,2020-03-17,6:00 PM,2020-03-17,11:59 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends Midnight
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
151,Hollywood Laugh Factory,Hollywood Laugh Factory,Hollywood/East Hollywood,2020-03-17,6:30 PM,2020-03-17,7:30 PM,False,Open Mic,$2,No,True,True,True,"

Sign-up 5:30PM-5:50PM
Starts 6:30PM
10 lottery spots
10 walk-up spots
2 min.",2 min.,
153,The Open Mic Spot,The Open Mic Spot,South LA,2020-03-17,7:00 PM,2020-03-17,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in person or in advance at https://slotted.co/openmicspot
Starts 7PM
Ends 10PM
5 min.

$5-5 minute 
$7-7 minute 
$10-10 minute  
$1- +1 minute 
2 FREE minutes if you repost our open mic flyers",5 min.,https://slotted.co/openmicspot
155,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-17,7:00 PM,2020-03-17,8:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 7PM
Ends 8PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,
160,Sycamore Tavern,Sycamore Tavern,Hollywood/East Hollywood,2020-03-17,7:00 PM,2020-03-17,9:00 PM,False,Open Mic,,1 item,True,True,True,"

Downstairs
Starts 7PM
Ends 9PM
5 min.
Hosted by Marty",5 min.,
168,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-17,8:00 PM,2020-03-17,9:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 8PM
Ends 9PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
174,(8-11PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-17,8:00 PM,2020-03-17,11:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 8PM-11PM (last hourly mic ends at 11:45PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fwcafe
175,(8PM-10PM Hourly) 10 Min Spots Koreatown Fourth Wall 2nd Stage,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-17,8:00 PM,2020-03-17,11:00 PM,False,Open Mic,$8,No,True,True,True,"

in ""The Bomb Shelter Room""
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 8PM-10PM (venue closes 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/hollywoodfourthwall
Hosted by Bret Eby & Rob Morris",10 min.,https://slotted.co/hollywoodfourthwall
176,(8PM-10PM Hourly) 10 Min Spots NoHo Fourth Wall 2nd Stage,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-17,8:00 PM,2020-03-17,11:00 PM,False,Open Mic,$8,No,True,True,True,"

at strip mall w/7-11, in store front w/""Farmers Insurance"" sign
Sign-up in advance at slotted.co/fourthwall or 510-604-6723 or at https://slotted.co/fourthwall
Mic runs every hour on the hour from 8PM-10PM (ends at 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/fourthwall
Hosted by Travis Clyburn & Joe Manente",10 min.,https://slotted.co/fourthwall
178,(8PM-11PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-17,8:00 PM,2020-03-17,11:59 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 8PM-11PM (last mic ends at 12AM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
181,Delicious Pizza,Delicious Pizza,Hollywood/East Hollywood,2020-03-17,8:00 PM,2020-03-17,10:00 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up 7:30PM
Starts 8PM
First come, first served
5 min.
Hosted by Maddie Silverstein, Nicole Soul, Nthenya Ndunda",5 min.,
188,Beetle House LA,Beetle House LA,Hollywood/East Hollywood,2020-03-17,8:30 PM,2020-03-17,10:30 PM,False,Open Mic,,1 item,True,True,True,"

Starts 8:30PM
Ends 10:30PM
Rolling lottery
4 min.
$5 beer for comics
Hosted by Dan Nolan",4 min.,
191,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-17,9:00 PM,2020-03-17,10:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 9PM
Ends 10PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
192,Sycamore Tavern,Sycamore Tavern,Hollywood/East Hollywood,2020-03-17,9:00 PM,2020-03-17,11:00 PM,False,Open Mic,,1 item,True,True,True,"

Starts 9PM
Lottery
Mixed in w/booked spots
Hosted by Roy Ellison
3-5 min.",3 min.,
270,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-18,10:00 PM,2020-03-18,11:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 10PM
Ends 11PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
201,(11AM-12PM Hourly) Improv Mic @ Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-18,11:00 AM,2020-03-18,1:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fwcafe
Hourly starting at 11PM (last mic ends at 12:45PM at latest)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
203,(12PM-1PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-18,12:00 PM,2020-03-18,2:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 12PM-1PM (last mic ends at 2PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
206,(1-2PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-18,1:00 PM,2020-03-18,2:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 1PM-2PM (last hourly mic ends at 2:45PM)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
204,Tchotchke Mic,Tchotchke Mic (Storefront in Thai Town),Hollywood/East Hollywood,2020-03-18,2:00 PM,2020-03-18,4:00 PM,False,Open Mic,,1 item,True,True,True,"

1 tchotchke min.
Starts 2PM
Ends 4PM
7 min.
Must work clean",7 min.,
207,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-18,2:00 PM,2020-03-18,3:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 2PM
Ends 3PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
209,(3PM-6PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-18,3:00 PM,2020-03-18,7:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 3PM-6PM (last mic ends at 7PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
215,(4-6PM Hourly) Therapeutic Noise (in Long Beach),Therapeutic Noise,Long Beach,2020-03-18,4:00 PM,2020-03-18,7:00 PM,False,Open Mic,$5,No,True,True,True,"

Address is 1424 E. Long Beach Blvd., Long Beach, CA
includes bottled water
Sign-up in advance at https://slotted.co/therapeuticnoise
Mic runs every hour on the hour from 4PM-7PM (last mic ends 8PM)
6 min.
Must be on time
Must stay for whole hour",6 min.,https://slotted.co/therapeuticnoise
216,Improv Mic @ Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-18,4:00 PM,2020-03-18,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
217,Improv Mic @ NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-18,4:00 PM,2020-03-18,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fourthwall
219,(5PM-10PM Hourly) Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-18,5:00 PM,2020-03-18,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 5PM-10PM (venue closes 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
220,(5PM-10PM Hourly) NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-18,5:00 PM,2020-03-18,11:00 PM,False,Open Mic,$5,No,True,True,True,"

At strip mall w/7-11
Sign-up in advance only at 510-604-6723 or https://slotted.co/fourthwall
Mic runs every hour on the hour from 5PM-10PM (ends 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente and Travis Clyburn",5 min.,
221,Oeno Vino,Oeno Vino,Los Feliz/Silverlake/Echo Park,2020-03-18,5:00 PM,2020-03-18,7:00 PM,False,Open Mic,,1 item,True,True,True,"

Downstairs
7 slots available for sign-up in advance at https://slotted.co/stellarcellar
All other spots are first come, first served at mic
Starts 5PM
Ends 7PM
5 min.
Hosted by Diana Hong and Kayla Esmond
Contact hosts@openmicordinaire.com for more details",5 min.,https://slotted.co/stellarcellar
224,HaHa Cafe (Patio),HaHa Cafe,Burbank/NoHo/Valley,2020-03-18,6:00 PM,2020-03-18,11:59 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends Midnight
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
225,HaHa Cafe,HaHa Cafe,Burbank/NoHo/Valley,2020-03-18,6:00 PM,2020-03-18,8:00 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends 8PM
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
226,Meea's Hot Dogs,Meea's Hot Dogs,Highland Park/Glendale,2020-03-18,6:00 PM,2020-03-18,8:00 PM,False,Open Mic,$0,No,True,True,True,"

Sign-up 5:30PM
Starts 6PM
5 min.
First come, first served
Hosted by Luis Lemus and Daniel Cabral",5 min.,
229,The Open Mic Spot,The Open Mic Spot,South LA,2020-03-18,6:00 PM,2020-03-18,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in person or in advance at https://slotted.co/openmicspot
Starts 6PM
Ends 10PM
5 min.

$5-5 minute 
$7-7 minute 
$10-10 minute  
$1- +1 minute 
2 FREE minutes if you repost our open mic flyers",5 min.,https://slotted.co/openmicspot
231,Improv Mic,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-18,7:00 PM,2020-03-18,8:00 PM,False,Improvised stand-up mic,$5,No,True,True,True,"

includes snacks and drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Starts 7PM
Ends 8PM
Sets must be improvised, riffed, unprepared
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
232,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-18,7:00 PM,2020-03-18,8:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 7PM
Ends 8PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
234,Sycamore Tavern,Sycamore Tavern,Hollywood/East Hollywood,2020-03-18,7:00 PM,2020-03-18,9:00 PM,False,Open Mic,,1 item,True,True,True,"

Downstairs
Starts 7PM
Ends 9PM
5 min.
Hosted by Marty",5 min.,
237,Ice House,Ice House,Pasadena,2020-03-18,7:30 PM,2020-03-18,10:30 PM,False,Open Mic,$0,No,True,True,True,"

Sign-up 7PM
Starts 7:30PM
Ends 10:30PM
Lottery
3 min.
Hosted by Bruce Gray and Bryan Vokey",3 min.,
243,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-18,8:00 PM,2020-03-18,9:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 8PM
Ends 9PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
244,Wren Theater,Wren Theater,Hollywood/East Hollywood,2020-03-18,8:00 PM,2020-03-18,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up 7:30PM
Starts 8PM
Ends 10PM
6 min.",5 min.,
248,(8-11PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-18,8:00 PM,2020-03-18,11:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 8PM-11PM (last hourly mic ends at 11:45PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fwcafe
249,(8PM-10PM Hourly) 10 Min Spots Koreatown Fourth Wall 2nd Stage,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-18,8:00 PM,2020-03-18,11:00 PM,False,Open Mic,$8,No,True,True,True,"

in ""The Bomb Shelter Room""
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 8PM-10PM (venue closes 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/hollywoodfourthwall
Hosted by Bret Eby & Rob Morris",10 min.,https://slotted.co/hollywoodfourthwall
250,(8PM-10PM Hourly) 10 Min Spots NoHo Fourth Wall 2nd Stage,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-18,8:00 PM,2020-03-18,11:00 PM,False,Open Mic,$8,No,True,True,True,"

at strip mall w/7-11, in store front w/""Farmers Insurance"" sign
Sign-up in advance at slotted.co/fourthwall or 510-604-6723 or at https://slotted.co/fourthwall
Mic runs every hour on the hour from 8PM-10PM (ends at 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/fourthwall
Hosted by Travis Clyburn & Joe Manente",10 min.,https://slotted.co/fourthwall
252,(8PM-11PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-18,8:00 PM,2020-03-18,11:59 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 8PM-11PM (last mic ends at 12AM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
255,Adam Barnhardt's Clown House,Adam Barnhardt's Clown House,DTLA,2020-03-18,8:00 PM,2020-03-18,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up 7:45PM
Starts 8PM
7 min.
First come, first served
Hosted by Eric Franco",7 min.,
257,Bruddah's,Bruddah's,South Bay,2020-03-18,8:00 PM,2020-03-18,10:00 PM,False,Open Mic,$0,No,True,True,True,"

Sign-up 7:30PM
Starts 8PM
Mixed mic
First come, first served
Hosted by Erik Escobar",,
265,Shuttle Inn,Shuttle Inn,San Gabriel Valley,2020-03-18,9:00 PM,2020-03-18,11:30 PM,False,Open Mic,,1 item,True,True,True,"

Starts 9PM
Ends 11:30PM
5 min.
First come, first served
Hosted by Ryan Radusinovic",5 min.,
266,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-18,9:00 PM,2020-03-18,10:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 9PM
Ends 10PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
267,Sycamore Tavern,Sycamore Tavern,Hollywood/East Hollywood,2020-03-18,9:45 PM,2020-03-18,11:45 PM,False,Open Mic,,1 item,True,True,True,"

Starts 9:45PM
Lottery
4 min.
Dark material encouraged
Hosted by Mia Mars
",4 min.,
341,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-19,10:00 PM,2020-03-19,11:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 10PM
Ends 11PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
274,(11AM-12PM Hourly) Improv Mic @ Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-19,11:00 AM,2020-03-19,1:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fwcafe
Hourly starting at 11PM (last mic ends at 12:45PM at latest)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
276,(12PM-1PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-19,12:00 PM,2020-03-19,2:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 12PM-1PM (last mic ends at 2PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
278,(1-2PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-19,1:00 PM,2020-03-19,2:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 1PM-2PM (last hourly mic ends at 2:45PM)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
279,Tchotchke Mic,Tchotchke Mic (Storefront in Thai Town),Hollywood/East Hollywood,2020-03-19,2:00 PM,2020-03-19,4:00 PM,False,Open Mic,,1 item,True,True,True,"

1 tchotchke min.
Starts 2PM
Ends 4PM
7 min.
Must work clean",7 min.,
280,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-19,2:00 PM,2020-03-19,3:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 2PM
Ends 3PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
282,(3PM-6PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-19,3:00 PM,2020-03-19,7:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 3PM-6PM (last mic ends at 7PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
287,(4-6PM Hourly) Therapeutic Noise (in Long Beach),Therapeutic Noise,Long Beach,2020-03-19,4:00 PM,2020-03-19,7:00 PM,False,Open Mic,$5,No,True,True,True,"

Address is 1424 E. Long Beach Blvd., Long Beach, CA
includes bottled water
Sign-up in advance at https://slotted.co/therapeuticnoise
Mic runs every hour on the hour from 4PM-7PM (last mic ends 8PM)
6 min.
Must be on time
Must stay for whole hour",6 min.,https://slotted.co/therapeuticnoise
288,Improv Mic @ Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-19,4:00 PM,2020-03-19,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
289,Improv Mic @ NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-19,4:00 PM,2020-03-19,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fourthwall
291,(5PM-10PM Hourly) Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-19,5:00 PM,2020-03-19,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 5PM-10PM (venue closes 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
292,(5PM-10PM Hourly) NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-19,5:00 PM,2020-03-19,11:00 PM,False,Open Mic,$5,No,True,True,True,"

At strip mall w/7-11
Sign-up in advance only at 510-604-6723 or https://slotted.co/fourthwall
Mic runs every hour on the hour from 5PM-10PM (ends 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente and Travis Clyburn",5 min.,https://slotted.co/fourthwall
299,HaHa Cafe,HaHa Cafe,Burbank/NoHo/Valley,2020-03-19,6:00 PM,2020-03-19,8:00 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends 8PM
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
300,HaHa Cafe (Patio),HaHa Cafe,Burbank/NoHo/Valley,2020-03-19,6:00 PM,2020-03-19,11:59 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends Midnight
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
301,The Open Mic Spot,The Open Mic Spot,South LA,2020-03-19,6:00 PM,2020-03-19,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in person or in advance at https://slotted.co/openmicspot
Starts 6PM
Ends 10PM
5 min.

$5-5 minute 
$7-7 minute 
$10-10 minute  
$1- +1 minute 
2 FREE minutes if you repost our open mic flyers",5 min.,https://slotted.co/openmicspot
302,The Lexington,The Lexington,DTLA,2020-03-19,6:00 PM,2020-03-19,8:00 PM,False,Open Mic,$0,No,True,True,True,"

Starts 6PM
Ends 8PM
5-7 min.
First come, first served
Hosted by Milan Patel",5 min.,
304,Sycamore Tavern,Sycamore Tavern,Hollywood/East Hollywood,2020-03-19,7:00 PM,2020-03-19,9:00 PM,False,Open Mic,,1 item,True,True,True,"

Downstairs
Starts 7PM
Ends 9PM
5 min.
Hosted by Marty",5 min.,
305,MeowMeowz,MeowMeowz,Pasadena,2020-03-19,7:00 PM,2020-03-19,9:00 PM,False,Open Mic,$5,No,True,True,True,"

$5 donation
Starts 7PM
Ends 9PM
First come, first served
7 min.
Hosts: Kerri Van Auken, Joe Moran and Ron Placone",7 min.,
306,Improv Mic,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-19,7:00 PM,2020-03-19,8:00 PM,False,Improvised stand-up mic,$5,No,True,True,True,"

includes snacks and drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Starts 7PM
Ends 8PM
Sets must be improvised, riffed, unprepared
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
307,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-19,7:00 PM,2020-03-19,8:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 7PM
Ends 8PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
312,LA School of Comedy,LA School of Comedy,Westside/Santa Monica,2020-03-19,7:00 PM,2020-03-19,9:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up 6:45PM
Starts 7PM
6 min. 
First come, first served
Hosted by John Taylor",6 min.,
314,Hyperion Tavern,Hyperion Tavern,Los Feliz/Silverlake/Echo Park,2020-03-19,7:15 PM,2020-03-19,9:30 PM,False,Open Mic,$0,No,True,True,True,"

Starts 7:15PM
Ends 9:30PM
Lottery
3 min.
Booked spots throughout
Hosted by Jay Light, Tyler Meznarich, and Handren Seavey",3 min.,
315,1172 Art Lounge,1172 Art Lounge,Los Feliz/Silverlake/Echo Park,2020-03-19,7:30 PM,2020-03-19,9:30 PM,False,Open Mic,$4,No,True,True,True,"

*formally known as Rafa's
Rolling lottery
5 min.
Hosted by Alyssa Rusak",5 min.,
316,The Fanatic Salon,The Fanatic Salon,Westside/Santa Monica,2020-03-19,7:30 PM,2020-03-19,9:30 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up 6:30PM
Starts 7:30PM
5 min.
Optional feedback after set
Water and coffee provided",5 min.,
317,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-19,8:00 PM,2020-03-19,9:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 8PM
Ends 9PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
